"month","fnsku","sku","product-name","average-quantity","end-quantity","fulfillment-center-id","detailed-disposition","country"
"12/2020","X0019TXNSZ","amzn1.fba.v1.-9H17uReCBlOox_Xvh_HWfbyP58","Morphy Richards Icon Superb 1000-Watt Food Processor (Glazing Copper and Black)","0.74","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019SAZSH","80-54T3-T23W","Morphy Richards Icon Classique 750-Watt Mixer Grinder (White)","0.52","0","QWTT","SELLABLE","IN"
"12/2020","X0019L0J71","G3-3VPR-NRET","Usha Sewing Kit","0.19","0","QWTT","SELLABLE","IN"
"12/2020","X0019GRUEB","2S-ILVA-Z53M","Tefal Access Steam+ Handheld Garment Steamer","0.19","0","BOM6","SELLABLE","IN"
"12/2020","X0019GBZVP","amzn1.fba.v1.Lm59ao_vJfNybEZ5_zxPWlTKH1w","Morphy Richards Icon Superb 1000-Watt Food Processor (Glazing Copper and Black)","0.71","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019DOMG3","E7-XSCC-J7Z8","Wonderchef Nutri-Blend Compact Food Processor 400W – Red","0.03","0","BLR5","SELLABLE","IN"
"12/2020","X0019AGFQB","DQ-POOM-FCWK","Bajaj RHX-2 800-Watt Room Heater","0.16","0","SIDA","SELLABLE","IN"
"12/2020","X0019AGFQB","DQ-POOM-FCWK","Bajaj RHX-2 800-Watt Room Heater","0.32","0","SIDA","CARRIER_DAMAGED","IN"
"12/2020","X0018PH0FR","TM-AL37-7VND","(Renewed) Micromax X748 (Gold Black,Big 3D Sound Speaker,2500mAh)","0.13","0","QWTT","SELLABLE","IN"
"12/2020","X00187IZAJ","G0-LWKH-2HLU","Panasonic MX-AC220-H 550-Watt 2-Jar Super Mixer Grinder (Grey)","0.94","1","QWTT","SELLABLE","IN"
"12/2020","X00185K365","PD-FV8B-8BWK","Tefal Simply Chef Non-Stick Kadhai with Lid, 24cm (Rio Red)","0.19","0","BOM6","SELLABLE","IN"
"12/2020","X00185K365","PD-FV8B-8BWK","Tefal Simply Chef Non-Stick Kadhai with Lid, 24cm (Rio Red)","0.39","0","*XFR","SELLABLE",
"12/2020","X00184Z2CL","KR-DP2R-TVB6","Maharaja Whiteline Powerclick + MX-204 750-Watt Mixer Grinder with 4 Jars (Black)","1.94","0","BOM7","SELLABLE","IN"
"12/2020","X00184Z2CL","KR-DP2R-TVB6","Maharaja Whiteline Powerclick + MX-204 750-Watt Mixer Grinder with 4 Jars (Black)","0.65","0","BLR4","SELLABLE","IN"
"12/2020","X00184Z2CL","KR-DP2R-TVB6","Maharaja Whiteline Powerclick + MX-204 750-Watt Mixer Grinder with 4 Jars (Black)","1.48","0","*XFR","SELLABLE",
"12/2020","X0017UG2ED","CQ-EK4B-CPJP","Bajaj Majesty RX 7 2000 Watts Heat Convector Room Heater (Black, ISI Approved)","0.23","0","BLR7","WAREHOUSE_DAMAGED","IN"
"12/2020","X00178ND83","UC-73WT-ODIC","Wonderchef - 63152645 Deep Pocket 830 Watts Sandwich Maker (White/Purple)","0.03","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0016LEYBB","9U-GML9-G1OM","Wahl 08110-624 Balding Clipper (Multicolor)","0.03","0","QWTT","SELLABLE","IN"
"12/2020","X0016KWXD3","2D-9YRW-VYLD","SYSKA HT200U Beard Pro Trimmer Runtime: 40 Mins Cordless Use (Black)","0.32","0","QWTT","SELLABLE","IN"
"12/2020","X0016H02QV","LO-FWJH-JKMY","SYSKA HT3333K Corded & Cordless Stainless Steel Blade Grooming Trimmer with 60 Minutes Working Time; 10 Length Settings (Black)","0.45","0","SPNA","DEFECTIVE","IN"
"12/2020","X0016H02QV","LO-FWJH-JKMY","SYSKA HT3333K Corded & Cordless Stainless Steel Blade Grooming Trimmer with 60 Minutes Working Time; 10 Length Settings (Black)","4.06","6","QWTT","SELLABLE","IN"
"12/2020","X0016DWD3F","3N-A2NC-9JIF","Wahl Professional Moser 1400-0016 Hair Clipper (Red)","1.68","0","BOM1","CUSTOMER_DAMAGED","IN"
"12/2020","X0015P2LXV","MM-NO2F-4H1O","Aqua Blade Rechargeable Wet Dry Lithium Ion Deluxe Trimming Kit with 2 Interchangeable Heads for Shaving, Detailing, Grooming Beards, Mustaches & Body","1.13","2","QWTT","SELLABLE","IN"
"12/2020","X0015NYIJX","C2-4K21-SIEQ","Tefal 5 Second Manual Chopper Vegetable Cutter (Brown) 900ml","0.77","0","*XFR","SELLABLE",
"12/2020","X0015NWP4D","LC-EQQQ-GJ3V","Maharaja Whiteline MX-220 1000 W Ultramax HD 3 Stainless Steel Jar Mixer Grinder (Black with Chrome Finish)","0.1","0","BOM7","SELLABLE","IN"
"12/2020","X0015N4WUX","I1-RHYF-844C","Usha Bandhan Straight Stitch Composite Sewing Machine (Black)","0.19","0","QWTT","SELLABLE","IN"
"12/2020","X0015MTX3F","CA-D1SR-XIQ5","Panasonic SR-KA22A 5.7-Litre 745-Watt Automatic-Jar Cooker/Warmer","0.13","0","QWTT","SELLABLE","IN"
"12/2020","X0013RP0C5","ID-02QP-AYEU","Panasonic SR-W18GH 270-Watt Automatic Cooker Warmer Combo Gift Pack (Gold)","1.0","0","QWTT","SELLABLE","IN"
"12/2020","X001176WID","HP-SMF1-V1R4","Bajaj Glory 500-Watt Mixer Grinder with 3 Jars (White)","1.03","0","BOM6","SELLABLE","IN"
"12/2020","X001176WID","HP-SMF1-V1R4","Bajaj Glory 500-Watt Mixer Grinder with 3 Jars (White)","1.68","0","*XFR","SELLABLE",
"12/2020","X0010Z91EN","RS-FIVB-DW0Z","Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black)","3.55","1","QWTT","SELLABLE","IN"
"12/2020","X000ZRWDQ5","QS-RC7R-VF83","Tefal Simply Chef Non-Stick Fry Pan, 28cm (Rio Red)","0.58","0","BOM6","SELLABLE","IN"
"12/2020","X000ZRWDQ5","QS-RC7R-VF83","Tefal Simply Chef Non-Stick Fry Pan, 28cm (Rio Red)","0.58","0","*XFR","SELLABLE",
"12/2020","X000XX3D4H","VJ-99IF-6G9P","Bajaj 1000TSS OTG, 10 Litre","3.13","0","SIDA","SELLABLE","IN"
"12/2020","X000T6LBDX","D0-NY73-KXPD","Prestige PCJ 7.0 500-Watt Centrifugal Juicer","0.48","0","BOM7","SELLABLE","IN"
"12/2020","X000SCYSFV","PKOSS 1.5","Prestige Electric Kettle PKOSS - 1500watts, Steel (1.5Ltr), Black","0.06","0","BOM7","SELLABLE","IN"
"12/2020","X000RZ21KD","BM-BSOR-A85E","Bajaj Flashy 1000 Watts Radiant Room Heater (Steel)","0.16","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X000RZ21KD","BM-BSOR-A85E","Bajaj Flashy 1000 Watts Radiant Room Heater (Steel)","1.65","0","QWTT","SELLABLE","IN"
"12/2020","X000R73YQL","GW-KAJ6-PIHJ","Usha Anand Straight Stitch Composite Sewing Machine (Black)","0.03","0","QWTT","SELLABLE","IN"
"12/2020","X000R0HNBZ","51-VTL9-C956","Bajaj Food Factory FX 11 600-Watt Food Processor (White)","0.16","0","QWTT","SELLABLE","IN"
"12/2020","X000R0HNBZ","51-VTL9-C956","Bajaj Food Factory FX 11 600-Watt Food Processor (White)","0.06","0","BOM7","SELLABLE","IN"
"12/2020","X001A4FAMV","amzn1.fba.v1.mOaf8zMP8Zz1mNTQ5JZbDWkNiS4","Sujata Dynamix DX Mixer Grinder, 900W, 3 Jars (White)","0.71","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X001A478VH","GW-D538-0OIE","(Renewed) Eureka Forbes Multi Clean Vacuum Cleaner","9.16","4","QWTT","SELLABLE","IN"
"12/2020","X0019ZBKVB","RE-Q2OV-56IU","Realme Narzo 20 Pro (Black Ninja, 6GB RAM, 64GB Storage)","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X0019PYY7D","amzn1.fba.v1.im5ew_qgQ4anzTz3rg4fiVWwneM","Eureka Forbes Aquasure from Aquaguard Aquaflo DX Wall Mountable UV White 120 L/hr Water Purifier","0.06","0","BOM7","CARRIER_DAMAGED","IN"
"12/2020","X0019M28I3","amzn1.fba.v1.OTxcaoa6RLYxIhW12dXgzETBr1Y","Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","0.06","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019KG8N1","amzn1.fba.v1.Hxq3URmz2w1BZy81pyY6OS5mlFc","Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","0.77","0","BOM5","CARRIER_DAMAGED","IN"
"12/2020","X0019E2R41","amzn1.fba.v1.4JA7EZPeIEdgGGmBntjKAURsaIM","(Renewed) Eureka Forbes Aquasure from Aquaguard Smart 20-Watt UV Water Purifier, White","0.26","0","QWTT","SELLABLE","IN"
"12/2020","X0019C609B","amzn1.fba.v1.UGPNg60jvN1ErkXih0mt9MExEIE","(Renewed) Pigeon by Stovekraft Aluminium Non-Stick Biriyani Pot with Lid, 3.5 Litres, Red","1.94","2","QWTT","SELLABLE","IN"
"12/2020","X00184YXG7","XB-ZCCY-G6VS","Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","1.06","0","SDEF","DEFECTIVE","IN"
"12/2020","X00184YXG7","XB-ZCCY-G6VS","Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","4.52","0","SDED","SELLABLE","IN"
"12/2020","X0017V5KL3","JC-9ASN-OTGU","Sujata SuperMix SM Mixer Grinder, 900W, 3 Jars (White)","0.13","0","BLR7","SELLABLE","IN"
"12/2020","X0017IYUVR","UL-S2FH-7QJG","Prestige Svachh Deluxe Alpha 8 Litre Stainless Steel Pressure Cooker","0.39","0","SDEE","CUSTOMER_DAMAGED","IN"
"12/2020","X0015JIWML","XJ-SMIS-H485","Eureka Forbes Multi Clean Vacuum Cleaner","0.06","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0014KOXHT","A9-6UMX-BRQF","Nokia 105 (Black)","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X0011461JV","Z3-YKJY-DYQ3","Bajaj Twister Deluxe 750-Watt Mixer Grinder with 3 Jars (White)","0.13","0","BOM7","SELLABLE","IN"
"12/2020","X0010CHGY3","SR-WA22H(SS)","Panasonic SR-WA22H(SS) - 750 Watt Automatic  Cooker Warmer 5.4 Litre Food Steamer","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X000ZO6IEV","G7-5IHV-DWGL","Morphy Richards Fresco 800-Watt 4-Cups Espresso Coffee Maker (Black)","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X000Y8ZR5T","KY-H34R-68T0","Prestige Induction Cooktop Pic 20.0 With Omega Deluxe Byk Set 3 Pc Set,Black","0.03","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X000WIH1IH","WH-HMP1-S5JV","Gst Royale Plus Schott Glasstop Gt02 Ai","0.16","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X000TT2Z6R","RF-WSYP-S4UA","Morphy Richards Icon Superb 1000-Watt Food Processor (Glazing Copper and Black)","0.03","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X000SN6S1H","3C-2BL2-O8T4","Bajaj Shakti Plus Storage 25-Litre Vertical Water Heater (Ivory)","0.19","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X001A4GMCN","amzn1.fba.v1.affGfc_X50T_T6ko6v5w2HbkFzU","Maharaja Whiteline Powerclick + MX-204 750-Watt Mixer Grinder with 4 Jars (Black)","0.06","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X001A3Y4IX","amzn1.fba.v1.Ww4jURHgyzNnwuqepoumdab0p7Y","Prestige Svachh Deluxe Alpha 8 Litre Stainless Steel Pressure Cooker","0.1","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X001A3HJRB","C2-L653-R55N","Wahl Clipper Color Pro Cordless Rechargeable Hair Clippers, Hair Trimmer, 21 pieces Hair Cutting Kit, Color Coded Guide Combs for Men, Kids and Babies (White)","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X001A31BQL","amzn1.fba.v1.j7dFt94efOjtV6Bbva6PhpF2Fzw","Panasonic AC MX-AC400 Mixer Grinder, 550W, 4 Jars (Black)","0.1","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X001A2VE8R","amzn1.fba.v1.zjQgLGmorYwnfpB9mxOxm0M1qlQ","Bajaj Rex Mixer Grinder, 500W, 3 Jars (White)","0.1","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X001A2OVAZ","1M-TQ84-DLHZ","OPPO F17 (Navy Blue, 8GB RAM, 128GB Storage) Without Offer","4.42","0","SIDA","SELLABLE","IN"
"12/2020","X001A2NS27","QE-UZR3-3O4K","OPPO F17 (Dynamic Orange, 8GB RAM, 128GB Storage) Without Offer","5.61","0","SIDA","SELLABLE","IN"
"12/2020","X001A2K4YH","amzn1.fba.v1.DUdcgmfuQn8YvVRimz9E3vwsJPQ","Bajaj Food Factory FX 11 600-Watt Food Processor (White)","0.74","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X001A16WWB","02-0UMG-ZGDD","Vivo V20 SE (Gravity Black, 8GB RAM, 128GB ROM) Without Offers","0.13","0","SIDA","SELLABLE","IN"
"12/2020","X001A14IKJ","D7-WL1K-K8WQ","Orient Electric Stand-37 Trendz 400mm High Speed Pedestal Fan (Slate Grey)","5.0","5","SIDA","SELLABLE","IN"
"12/2020","X0019ZSB0J","amzn1.fba.v1.iaB10olOt3j97wDo7191YFBDyrA","(Renewed) Panasonic SR-WA18-E 4.4-Litre Automatic Rice Cooker (White)","1.0","1","BLR7","SELLABLE","IN"
"12/2020","X0019ZBKVB","RE-Q2OV-56IU","Realme Narzo 20 Pro (Black Ninja, 6GB RAM, 64GB Storage)","1.39","0","SIDA","SELLABLE","IN"
"12/2020","X0019YJSHP","Z6-G5KX-BN01","SAREGAMA SC02 Portable Digital Music Player with Remote Control(Charcoal Grey)","0.06","0","QWTT","SELLABLE","IN"
"12/2020","X0019Y0PVD","amzn1.fba.v1.mcSbCepLn4WcFtZxzS0FPD-D6hA","(Renewed) Prestige PCJ 7.0 500-Watt Centrifugal Juicer","2.16","3","BLR7","SELLABLE","IN"
"12/2020","X0019XUOH9","amzn1.fba.v1.kCc53xX-W6YC3qmubZcdMlh-azw","Usha FP 3811 Food Processor 1000-Watt Copper Motor with 13 Accessories(Premium SS Finish)","0.16","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019XTOPR","amzn1.fba.v1.bLjBq9VlgP5MqjX6e6FDyQ4UtSg","(Renewed) Wonderchef Nutri-Blend CKM with 3 Jars (Black)","0.06","0","BLR7","SELLABLE","IN"
"12/2020","X0019X5B1D","amzn1.fba.v1.QemGcBuporui6vZe0nrKSiW9T1U","Maharaja Whiteline MX-220 1000 W Ultramax HD 3 Stainless Steel Jar Mixer Grinder (Black with Chrome Finish)","0.1","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019VMF5F","UV-HZ1Y-01B8","Wonderchef Power Cookware Set of 3 - (Blue)","0.61","0","SIDA","SELLABLE","IN"
"12/2020","X0019VMF5F","UV-HZ1Y-01B8","Wonderchef Power Cookware Set of 3 - (Blue)","0.94","2","BOM7","SELLABLE","IN"
"12/2020","X0019VMF5F","UV-HZ1Y-01B8","Wonderchef Power Cookware Set of 3 - (Blue)","0.74","0","BOM4","SELLABLE","IN"
"12/2020","X0019VLYYD","RF-TNVE-MA22","Wonderchef Glass French Presser, Black","3.16","0","BOM7","SELLABLE","IN"
"12/2020","X0019VLYYD","RF-TNVE-MA22","Wonderchef Glass French Presser, Black","3.19","0","BOM5","SELLABLE","IN"
"12/2020","X0019VL6V9","8R-AZ5L-8LZS","Wonderchef Granite Die-Cast Casserole 6 Pcs Set (Red)","0.9","0","SIDA","SELLABLE","IN"
"12/2020","X0019VL6V9","8R-AZ5L-8LZS","Wonderchef Granite Die-Cast Casserole 6 Pcs Set (Red)","1.71","0","BOM4","SELLABLE","IN"
"12/2020","X0019VK1MJ","LF-IBSI-WAYK","Wonderchef - 60018306 Caesar Induction Base Non-Stick Aluminium Grill Pan, 24cm, Black","0.06","0","BOM5","SELLABLE","IN"
"12/2020","X0019VK1MJ","LF-IBSI-WAYK","Wonderchef - 60018306 Caesar Induction Base Non-Stick Aluminium Grill Pan, 24cm, Black","2.58","0","BOM4","SELLABLE","IN"
"12/2020","X0019UM515","6U-2XAR-EJTN","(Renewed) Micromax X388 Blue , Dual Sim","4.0","4","QWTT","SELLABLE","IN"
"12/2020","X0019TX07T","amzn1.fba.v1.6hAeHvt5j6h83qD0Pbs7ciHqA88","Pigeon by Stovekraft Non-Stick Forged Flat Tawa 280, 26 cm","1.0","1","BLR7","SELLABLE","IN"
"12/2020","X0019TU60D","amzn1.fba.v1.azXKBfCtFzOSDyCv20vFW1UWcvk","(Renewed) Panasonic SR-Y18FHS 660-Watt Automatic Electric Cooker 4.4 Litre with Non Stick Cooking Pan and Steamer, Metallic Silver/Burgundy","1.0","1","BLR7","SELLABLE","IN"
"12/2020","X0019TGHER","amzn1.fba.v1.3JWR-uTxw2cHN83yvPg-lwu0qF4","(Renewed) Panasonic SR-WA18H(E) 4.4-Litre Automatic Cooker (Blue)","0.74","0","BLR7","SELLABLE","IN"
"12/2020","X0019RAD2V","amzn1.fba.v1.XPfSyA1GK9d0l5VXrik0p0PiiW0","Prestige PCJ 7.0 500-Watt Centrifugal Juicer","0.1","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019R76ZD","amzn1.fba.v1.yjk9BLiY1Fn8PW9tfSmjKBXyIhU","Prestige PCJ 7.0 500-Watt Centrifugal Juicer","0.06","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019R3TSL","amzn1.fba.v1.cDM3aiZHjLR6f57bDrO4ypHtsAM","Wonderchef Nutri-Blend Compact FP (Mixer, Grinder, Chopper, Food Processor) 400W, 4 Jars – Black","0.1","0","BOM7","DEFECTIVE","IN"
"12/2020","X0019QP81D","MU-TVIO-HES1","Bajaj PCX 33, 3 LTR Inner Lid Pressure Cooker (Silver, ISI Certified)","15.55","26","SIDA","SELLABLE","IN"
"12/2020","X0019POQG7","amzn1.fba.v1.14bfIdV1ucb_G1wPT5RgrFNHILs","Prestige Induction Cooktop PIC 6.1 V3","0.77","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019OPXV5","amzn1.fba.v1.BpBNbcGNfvpRu1lryHZ1cGurRJ4","(Renewed) Wonderchef 400 Watt Nutri-Blend Juicer Mixer Grinder (Red) With Recipe Booklet","1.0","1","BLR7","SELLABLE","IN"
"12/2020","X0019OO7R1","H7-S0LT-Z006","Wahl WCHD4-1124 Travel Dry Hair Dryer -1200W (Black)","2.42","2","QWTT","SELLABLE","IN"
"12/2020","X0019NR75B","6I-P3YP-49M8","Bajaj CGX3, 3-Burner Stainless Steel Glass, ISI Certified, Gas Stove (Black)","4.0","4","SIDA","SELLABLE","IN"
"12/2020","X0019NQ6X5","MN-TXU2-DXJM","Bajaj Majesty ICX Pearl Induction Cooker","3.16","0","SIDA","SELLABLE","IN"
"12/2020","X0019NQ5EZ","RJ-W4OF-F3HV","Bajaj CX 8 Gas Stove ,SS 2 Burner- BIG BODY(18-Inch)_Multicolour","11.61","18","SIDA","SELLABLE","IN"
"12/2020","X0019NQ5EZ","RJ-W4OF-F3HV","Bajaj CX 8 Gas Stove ,SS 2 Burner- BIG BODY(18-Inch)_Multicolour","1.58","1","QWTT","SELLABLE","IN"
"12/2020","X0019MA6PP","amzn1.fba.v1.RWMKWXC7XR5JXPpqhsFu40z6sgc","Pigeon by Stovekraft Non-Stick Flat Tawa, 31cm, Black","0.26","0","BOM3","CUSTOMER_DAMAGED","IN"
"12/2020","X0019L1M4Z","amzn1.fba.v1.n1H3I6GMhFAFEnXg-_oDBwBvymI","(Renewed) Panasonic SR-WA10 2.7 L Rice Cooker, Red","1.0","1","BLR7","SELLABLE","IN"
"12/2020","X0019L0D81","WE-EMBI-G2K4","Usha Store Stainless-Steel Scissors, Gold and Silver","1.06","0","QWTT","SELLABLE","IN"
"12/2020","X0019KNIHZ","amzn1.fba.v1.23slPRQNwf37iLweNb0G1-P99QQ","(Renewed) Panasonic SR-W18GH 270-Watt Automatic Cooker Warmer Combo Gift Pack (Gold)","1.0","1","BLR7","SELLABLE","IN"
"12/2020","X0019KG8N1","amzn1.fba.v1.Hxq3URmz2w1BZy81pyY6OS5mlFc","Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","0.1","0","BOM7","WAREHOUSE_DAMAGED","IN"
"12/2020","X0019KG8N1","amzn1.fba.v1.Hxq3URmz2w1BZy81pyY6OS5mlFc","Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","1.0","1","BLR7","SELLABLE","IN"
"12/2020","X0019K4M9D","amzn1.fba.v1.nYf802Sh6pFn6fOCt9AjxuUJ9DI","Wonderchef Nutri-Pot 1000 Watts (Black/Silver)","1.0","1","BLR7","SELLABLE","IN"
"12/2020","X0019IK3NJ","ME-RZA8-2K5C","Prestige Marvel Plus 2 burner Glass top, GTM 02","7.16","6","SDEE","SELLABLE","IN"
"12/2020","X0019HHXQF","amzn1.fba.v1.3WtFYzUXqb0c4w-mZ1cvE_9b2Ys","(Renewed) Maharaja Whiteline MX-220 1000 W Ultramax HD 3 Stainless Steel Jar Mixer Grinder (Black with Chrome Finish)","0.58","0","BOM7","SELLABLE","IN"
"12/2020","X0019HHXQF","amzn1.fba.v1.3WtFYzUXqb0c4w-mZ1cvE_9b2Ys","(Renewed) Maharaja Whiteline MX-220 1000 W Ultramax HD 3 Stainless Steel Jar Mixer Grinder (Black with Chrome Finish)","0.61","0","BLR7","SELLABLE","IN"
"12/2020","X0019GYXY1","amzn1.fba.v1.M1bci5lpeXfCEb76mqr4tutwL84","Wonderchef Turbo Dual Speed Food Processor, Black","0.77","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019G8VW1","amzn1.fba.v1.zAe0gqlY5uXXzOkmEPfETwib7Q4","Wonderchef Nutri-Pot 1000 Watts (Black/Silver)","0.1","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019DOMG3","E7-XSCC-J7Z8","Wonderchef Nutri-Blend Compact Food Processor 400W – Red","50.26","42","SIDA","SELLABLE","IN"
"12/2020","X0019DOMG3","E7-XSCC-J7Z8","Wonderchef Nutri-Blend Compact Food Processor 400W – Red","0.06","0","*XFR","SELLABLE",
"12/2020","X0019DOBJV","YA-GM4H-SA9L","Wonderchef Nutri-Blend Mixer Grinder, 400W, 3 Jars (Red)","0.61","0","QWTT","SELLABLE","IN"
"12/2020","X0019DD7JL","4Y-SD1L-GLJ7","Prestige Omega Deluxe Granite 3 Pcs with 1 Glass Lid","5.45","6","QWTT","SELLABLE","IN"
"12/2020","X0019C9V6F","amzn1.fba.v1.PdQiYJytInrtWN-r44alyIe3sL8","(Renewed) Wonderchef 60018501 400-Watt Nutri-Blend with Free Serving Glass and Recipe Booklet (Black)","0.87","0","BLR7","SELLABLE","IN"
"12/2020","X0019AIJ65","PB-57J5-FAK1","Bajaj 1.2 Liters Electric Kettle (Black)","4.94","0","SIDA","SELLABLE","IN"
"12/2020","X0019AIJ65","PB-57J5-FAK1","Bajaj 1.2 Liters Electric Kettle (Black)","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X00194D0SX","ZY-UTBT-MW0R","WAHL WMMC6-0224 3 in 1 Full Back Sheet Cushion (Grey)","1.0","1","SIDA","SELLABLE","IN"
"12/2020","X00193Y619","8H-JF43-OZ1W","Redmi 9i (Nature Green, 4GB RAM, 64GB Storage)","0.16","0","SIDA","SELLABLE","IN"
"12/2020","X00190ZV6L","ZJ-R3MM-B1OO","Maharaja Whiteline Ultramax DLX Mixer Grinder, 750W, 3 Jars (Black)","2.71","2","SIDA","SELLABLE","IN"
"12/2020","X00190ZV6L","ZJ-R3MM-B1OO","Maharaja Whiteline Ultramax DLX Mixer Grinder, 750W, 3 Jars (Black)","3.06","4","BOM7","SELLABLE","IN"
"12/2020","X00190ZV6L","ZJ-R3MM-B1OO","Maharaja Whiteline Ultramax DLX Mixer Grinder, 750W, 3 Jars (Black)","0.39","0","BLR7","SELLABLE","IN"
"12/2020","X00190YKU9","H0-XMLX-QXKM","Prestige Breeze 4 Burner LP Gas Table GTB 04","9.0","9","SIDA","SELLABLE","IN"
"12/2020","X0018XMCGL","XS-696A-48Q3","Jockey Men's Cotton Trunks (8901326091456_FP03-0105-FASTD Ink Blue Melange and Neon Orange Neon Yellow Modern Trunk S)","2.0","2","QWTT","SELLABLE","IN"
"12/2020","X0018XAZC9","8I-J1RB-19EJ","(Renewed) Nokia 2.3 (Charcoal, 2GB RAM, 32GB Storage)","0.35","0","QWTT","SELLABLE","IN"
"12/2020","X0018SM1RB","FBA15D4QJLLJ.missing","Panasonic MX-AC400 Silver -4-Jar Super Mixer Grinder 550W","10.0","10","BOM4","SELLABLE","IN"
"12/2020","X0018R78PH","5T-W1IS-4U6P","Bajaj GX 8 750-Watt Mixer Grinder with 3 Jars","0.06","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0018PGZM1","6J-OOL1-NORZ","(Renewed) Micromax X756 Blue","1.94","2","QWTT","SELLABLE","IN"
"12/2020","X0018MVNGH","JV-D03S-425U","WAHL WMMC6-0124 Shiatsu Massage Seat Cushion (Gray)","0.48","0","QWTT","SELLABLE","IN"
"12/2020","X0018M0WZP","F0-PL0E-7022","Orient Electric Hill Air 225mm Electric Exhaust Fan (Matt Grey)","24.32","11","SDEE","SELLABLE","IN"
"12/2020","X0018M0WZP","F0-PL0E-7022","Orient Electric Hill Air 225mm Electric Exhaust Fan (Matt Grey)","1.0","1","SDEE","CARRIER_DAMAGED","IN"
"12/2020","X0018M0WZP","F0-PL0E-7022","Orient Electric Hill Air 225mm Electric Exhaust Fan (Matt Grey)","0.68","0","QWTT","SELLABLE","IN"
"12/2020","X0018HS03L","RP-ARKK-SZSB","(Renewed) Micromax X421 Phone (Black and Red)","7.0","7","QWTT","SELLABLE","IN"
"12/2020","X0018D6EQ5","5C-J45N-J49X","Micromax X378 (Blue, Power Torch Blink on Call, BT Calling Functionality, 800mAh)","0.48","0","SIDA","SELLABLE","IN"
"12/2020","X00187SB0N","ZK-SODG-3Y3O","Panasonic SR-WA18H (YT) 660-Watt Automatic Cooker Warmer 4.4 Litre with Extra Cooking Pan (Color May Vary)","0.06","0","BOM4","CUSTOMER_DAMAGED","IN"
"12/2020","X00187SB0N","ZK-SODG-3Y3O","Panasonic SR-WA18H (YT) 660-Watt Automatic Cooker Warmer 4.4 Litre with Extra Cooking Pan (Color May Vary)","5.35","0","BOM1","SELLABLE","IN"
"12/2020","X00187PUBL","7I-KPTE-667A","Panasonic SR-WA18H(E) 660-Watt Automatic Cooker Warmer 4.4 Litre (Blue)","36.23","21","SIDA","SELLABLE","IN"
"12/2020","X00187PUBL","7I-KPTE-667A","Panasonic SR-WA18H(E) 660-Watt Automatic Cooker Warmer 4.4 Litre (Blue)","0.97","0","QWTT","SELLABLE","IN"
"12/2020","X00187PUBL","7I-KPTE-667A","Panasonic SR-WA18H(E) 660-Watt Automatic Cooker Warmer 4.4 Litre (Blue)","42.55","0","BOM1","SELLABLE","IN"
