"month","fnsku","sku","product-name","average-quantity","end-quantity","fulfillment-center-id","detailed-disposition","country"
"12/2020","X001728P2X","0A-2A1F-KD1E","Wahl 09893-024 Easy Groom Rechargeable Grooming Kit (Multi Color)","0.42","1","QWTT","SELLABLE","IN"
"12/2020","X0016Y8MOX","RC-RSTL-VHE6","Pigeon by Stovekraft Infinity Glass Top 3 Burner Gas Stove, Manual Ignition, Black","0.1","0","BLR4","SELLABLE","IN"
"12/2020","X0016Y8MOX","RC-RSTL-VHE6","Pigeon by Stovekraft Infinity Glass Top 3 Burner Gas Stove, Manual Ignition, Black","0.23","0","*XFR","SELLABLE",
"12/2020","X0016S41XZ","HS-Q6C5-H656","Pigeon by Stovekraft Non-Stick Kadai,150 with SS Lid - Dia 19.7cm","1.29","0","BLR4","SELLABLE","IN"
"12/2020","X0016RZNJ7","03-VSKX-RZLW","Pigeon by Stovekraft Non-Stick Fry Pan, 28cm","1.29","0","BLR4","SELLABLE","IN"
"12/2020","X0016RSG0P","VZ-U50V-LMM9","Pigeon by Stovekraft Non-Stick Biriyani Pot with Lid, 4 litres","4.39","0","BLR4","SELLABLE","IN"
"12/2020","X0016RSG0P","VZ-U50V-LMM9","Pigeon by Stovekraft Non-Stick Biriyani Pot with Lid, 4 litres","5.68","0","*XFR","SELLABLE",
"12/2020","X00169A3IB","S3-CYFJ-QD1X","Wahl 09865-2924 Pure Confidence Grooming Trimmer for Women (Pink)","0.42","1","QWTT","SELLABLE","IN"
"12/2020","X0015OVUWP","R7-4G5V-WO8W","Wahl India Hair Straightener and Curl Comes with Ceramic Floating Long Plates (Black)","0.42","1","QWTT","SELLABLE","IN"
"12/2020","X0015C92TZ","IV-HNIU-26FM","Wahl 5608-524 Mini Groomsman Grooming 3 in 1 Trimmer (Black)","0.32","0","QWTT","SELLABLE","IN"
"12/2020","X0015B5PC9","4H-0SN7-8R6S","Wonderchef - 63152405 Turbo Chopper and Citrus Juicer, Black","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X0014KYPOP","13-ZUFA-G8CQ","Samsung Guru Music 2 (SM-B310E, White)","0.74","0","SIDA","SELLABLE","IN"
"12/2020","X0014KXMXZ","C1-NCXH-TTIG","Samsung Guru Music 2 (SM-B310E, Black)","0.42","0","SIDA","SELLABLE","IN"
"12/2020","X0014KU6GV","BK-IWE1-7RS1","Wonderchef - 63152952 Nutri-Blend Personal (Black)","1.03","2","BLR7","SELLABLE","IN"
"12/2020","X0013TG6TJ","3L-LU5R-RWKG","Samsung Guru Music 2 (SM-B310E, Blue)","0.32","0","SIDA","SELLABLE","IN"
"12/2020","X0013RP0C5","ID-02QP-AYEU","Panasonic SR-W18GH 270-Watt Automatic Cooker Warmer Combo Gift Pack (Gold)","0.06","0","BOM7","SELLABLE","IN"
"12/2020","X00115UEYD","39-B7FP-GHKY","Panasonic SR-WA10 2.7 L Rice Cooker, Red","0.03","0","BOM3","CARRIER_DAMAGED","IN"
"12/2020","X0010XFTAZ","VB-NNGL-XOL3","Panasonic SR-WA10 450-Watt Automatic Cooker Without Warmer (White)(Raw Capacity-0.6 kgs)","0.03","0","BOM3","CUSTOMER_DAMAGED","IN"
"12/2020","X000ZM644R","Fs_CottonBibs_Set6","First Smile Multicolored Cotton Baby Bibs with Titch Button | Soft Cotton | Comfortable | for Newborn | Infant | Washable for Babies (Cartoon/Animal Print) (Set of 6) 11inch*9inch","0.42","1","QWTT","SELLABLE","IN"
"12/2020","X000ZILI2T","S4-6VB9-12V0","Cello Max Fresh Click Polypropylene Lunch Box Set, 300ml, 4-Pieces, Blue","0.16","0","QWTT","SELLABLE","IN"
"12/2020","X000Y8TS5J","KH-7YIR-FZ5G","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Red","0.1","0","BLR7","SELLABLE","IN"
"12/2020","X000Y4SUTX","ET-HU35-65DT","Prestige PKPW 1.0 900-Watt Electric Kettle","3.65","7","BOM7","SELLABLE","IN"
"12/2020","X000Y4SUTX","ET-HU35-65DT","Prestige PKPW 1.0 900-Watt Electric Kettle","0.48","1","*XFR","SELLABLE",
"12/2020","X000XZ0C4T","NH-UWN7-NN2R","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Black, (Mixer Grinder)","0.13","0","SIDA","CARRIER_DAMAGED","IN"
"12/2020","X000V8QZ17","5W-G7VN-S430","Prestige PKOSS 1.8-Litre 1500W Electric Kettle (can't be used to boil milk)","0.77","0","*XFR","SELLABLE",
"12/2020","X000UR4Q7T","90-FKLX-2TKA","Prestige Omega Deluxe Induction Base Non-Stick Kitchen Set, 3-Pieces","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X000TW0NAT","3N-08AV-J5LY","Pigeon by Stovekraft Favourite 1800-Watt Induction Cooktop","2.1","0","BLR4","SELLABLE","IN"
"12/2020","X000TW0NAT","3N-08AV-J5LY","Pigeon by Stovekraft Favourite 1800-Watt Induction Cooktop","4.74","0","*XFR","SELLABLE",
"12/2020","X000TR57EL","X1-91F7-OMXR","Gst Royale Plus Schott Glasstop Gt04","0.26","0","BLR5","SELLABLE","IN"
"12/2020","X000T83JRR","YJ-GHZM-MASH","Prestige Omega Select Plus Mini Handi with SS lid","19.35","42","SIDA","SELLABLE","IN"
"12/2020","X000T76T8J","6C-RG61-7CMT","Prestige Aluminum Multi Kadai, 4.5 Litres/280mm, Black","13.71","30","SIDA","SELLABLE","IN"
"12/2020","X000T51HPB","ZU-ZO65-938Z","Prestige Nakshatra Pressure Cooker, 3 Litres, Red","0.68","0","BLR5","SELLABLE","IN"
"12/2020","X000SC7QDH","85-D4YJ-OOPA","Prestige PIC 16.0+ 1900- Watt Induction Cooktop with Push button (Black)","0.42","1","QWTT","SELLABLE","IN"
"12/2020","X000SC175P","6O-VWK2-EIJY","Bajaj Caldia Storage 10 Litre Vertical Water Heater (White)","0.26","0","QWTT","SELLABLE","IN"
"12/2020","X000RYZMYL","NE-GPH7-Y6XW","Bajaj Blow Hot 2000 Watts Fan Forced Circulation Room Heater","0.58","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X000PLIS47","NC-BKVG-BGVL","Pigeon by Stovekraft Wondercast Flat Tawa, 27cm","1.61","0","BLR4","SELLABLE","IN"
"12/2020","X001AGA1PP","amzn1.fba.v1.eMKGnSRfSebtVEi1c5nvY8_hnxE","(Renewed) Wonderchef - 63152746 Nutri-Blend Complete Kitchen Machine (CKM) with 3 Jars 400W - Red","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X0019X1X7J","amzn1.fba.v1.3Ome-akgQMMgwORpBugvI4Rxqr0","Prestige Electric Kettle PKOSS - 1500watts, Steel (1.5Ltr), Black","0.23","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019VMF5F","UV-HZ1Y-01B8","Wonderchef Power Cookware Set of 3 - (Blue)","0.19","0","QWTT","SELLABLE","IN"
"12/2020","X0019RUEYD","WG-WNF7-NRD4","Wonderchef Granite Die-Cast Casserole 6 Pcs Set (Purple)","1.68","1","BLR7","SELLABLE","IN"
"12/2020","X0019L0HE1","amzn1.fba.v1.9FkJRquQOYel0WKiW1VBPpLIF3o","Panasonic SR-WA22H(SS) - 750 Watt Automatic  Cooker Warmer 5.4 Litre Food Steamer","0.19","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019DOMG3","E7-XSCC-J7Z8","Wonderchef Nutri-Blend Compact Food Processor 400W – Red","0.06","0","BLR7","SELLABLE","IN"
"12/2020","X0019AGFQB","DQ-POOM-FCWK","Bajaj RHX-2 800-Watt Room Heater","0.16","0","SIDA","DEFECTIVE","IN"
"12/2020","X0018UUP8L","01-06NU-9YL2","Orient Electric Enamour Plus 25-Litre Vertical Storage Water Heater BEE 5 Star (White)","5.39","7","SDEE","SELLABLE","IN"
"12/2020","X0018J071R","X7-GWBX-T2Y7","Maharaja Whiteline Jmg Odacio Plus 450-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","1.55","0","QWTT","SELLABLE","IN"
"12/2020","X0016QELIR","8L-ULPF-3DEZ","Wahl Stainless Steel Lithium Ion+ Beard and Nose Trimmer for Men, Hair Clippers, Detail Shaver, Rechargeable, All in One Men's Grooming Kit (Steel)","0.19","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0016IARP1","XE-MZE5-1JOB","Wahl 1541.0011 Lithium Vario Ion Trimmer (18 Cutting Lengths) (Black)","0.06","0","BOM4","SELLABLE","IN"
"12/2020","X0015NXKG5","MZ-YHO1-NJN8","Prestige Svachh 3 Litre Pressure Cooker with Hard Anodized Body (Black)","0.35","1","BOM7","SELLABLE","IN"
"12/2020","X0015B40T3","QS-PMP0-XC2E","Panasonic Single Line 2.4 KX-TG3411SX Digital Cordless Phone (Black)","2.81","1","QWTT","SELLABLE","IN"
"12/2020","X0015B40T3","QS-PMP0-XC2E","Panasonic Single Line 2.4 KX-TG3411SX Digital Cordless Phone (Black)","0.1","0","BOM7","SELLABLE","IN"
"12/2020","X0014P3FS7","0U-AJMN-KED8","Prestige Platina 3 Piece Stainless steel BYK set","0.61","0","BOM7","SELLABLE","IN"
"12/2020","X0014JFLXP","ZT-47GE-HIWQ","(Renewed) Nokia 105 2019 (Single SIM, Black)","0.16","0","QWTT","SELLABLE","IN"
"12/2020","X00145TKYF","ZA-5C38-SPJT","Panasonic Single Line 2.4GHz KX-TG3811SX Digital Cordless Telephone (Black)","1.26","0","QWTT","SELLABLE","IN"
"12/2020","X0013S3M5L","Q6-HORH-Z4BY","Wonderchef Power Induction Cooktop, 1800Watts, Push Button Control","0.81","2","BOM7","SELLABLE","IN"
"12/2020","X0013MP1XD","VG-I846-ID4B","Wonderchef Nutri-Blend Compact FP (Mixer, Grinder, Chopper, Food Processor) 400W, 4 Jars – Black","0.06","0","BLR7","SELLABLE","IN"
"12/2020","X0012OXLZ7","D0-JGQA-QH59","Realme C2 32GB (Diamond Black)","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X00124A23L","BY-B006-U05Y","Panasonic KX-TSC62SXW Corded Telephone","3.65","0","QWTT","SELLABLE","IN"
"12/2020","X001145XR7","FT-HD4O-UOMT","Bajaj FX7 600-Watt Food Processor (White)","0.03","0","QWTT","SELLABLE","IN"
"12/2020","X00113OBB7","panasonic_KX_TS500MXBD","Panasonic Single Line KX-TS500MXBD Corded Phone (Black)","3.0","0","QWTT","SELLABLE","IN"
"12/2020","X00101HRTN","SR-Y18FHS(E)","Panasonic SR-Y18FHS 660-Watt Automatic Electric Cooker 4.4 Litre with Non Stick Cooking Pan and Steamer, Metallic Silver/Burgundy","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X000ZUVNY5","FE-N2HD-6OFX","Panasonic Single Line KX-TS500MX Corded Phone (White)","6.32","0","QWTT","SELLABLE","IN"
"12/2020","X000Y15FFX","C6-RQP0-5MC8","Panasonic MX-AC400 550-Watt Super Mixer Grinder with 4 Jars (Black)","0.19","0","BLR5","SELLABLE","IN"
"12/2020","X000XZPI61","BK-CT6D-K8NF","Panasonic AC MX-AC400 Mixer Grinder, 550W, 4 Jars (Black)","1.03","10","BLR5","SELLABLE","IN"
"12/2020","X000XTOSNB","HC-KT1X-KKOY","Usha EI 1602 1000-Watt Lightweight Dry Iron (multi-colour)","0.45","1","QWTT","SELLABLE","IN"
"12/2020","X000UE2DFT","VA-YNUV-HUKQ","Bajaj HM 01 250-Watt Hand Beater (Black)","0.19","0","QWTT","SELLABLE","IN"
"12/2020","X000TR0TFN","C7-OY4P-REI8","Prestige Omega Deluxe Aluminium Granite Fry Pan, 200mm (Omelette Pan), Black","0.81","0","BOM7","SELLABLE","IN"
"12/2020","X000T83JRR","YJ-GHZM-MASH","Prestige Omega Select Plus Mini Handi with SS lid","0.23","1","BOM7","SELLABLE","IN"
"12/2020","X000T7KA25","RF-M179-3J7O","Prestige Omega Select Plus Residue Free Non-Stick Paniyarakkal, 20cm, Black","0.39","1","BOM7","SELLABLE","IN"
"12/2020","X000T51HPB","ZU-ZO65-938Z","Prestige Nakshatra Pressure Cooker, 3 Litres, Red","0.19","0","BLR7","SELLABLE","IN"
"12/2020","X000T3JDH7","ubngvl72w0","Prestige Omega Deluxe Granite Milk Pan with Lid, 160mm","0.29","0","BLR7","SELLABLE","IN"
"12/2020","X000SOCGW1","5vnu44cqjk","Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black)","0.29","0","BOM5","CUSTOMER_DAMAGED","IN"
"12/2020","X000SCY92D","OX-B1QR-GTQS","Prestige Tru-Edge Kitchen Knife Set with Wooden Block and Free Peeler, 5-Pieces, Black","2.03","0","BOM7","SELLABLE","IN"
"12/2020","X000S6SX0D","8E-9IUQ-76FX","Prestige Deluxe Plus Mini Junior Induction Base Aluminium Pressure Handi, 3.3 Litres, Flame Red","0.35","0","BOM7","SELLABLE","IN"
"12/2020","X000R72TT9","IQ-KJQS-NEVP","Bajaj Majesty Duetto Gas 6 LTR Vertical Water Heater (LPG), White","0.42","1","BOM7","SELLABLE","IN"
"12/2020","X001AEMKQP","amzn1.fba.v1.n4vUheJqeQepOxIJmR3YtoXMuGo","Sujata Dynamix, Mixer Grinder, 900 Watts, 3 Jars (White)","0.48","1","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X001ACLL3F","P7-8H8X-RL46","Wonderchef Royal Velvet Induction Base Aluminium Cookware Set, 5-Pieces,Olive Green","0.61","0","SIDA","SELLABLE","IN"
"12/2020","X001A3HJRB","C2-L653-R55N","Wahl Clipper Color Pro Cordless Rechargeable Hair Clippers, Hair Trimmer, 21 pieces Hair Cutting Kit, Color Coded Guide Combs for Men, Kids and Babies (White)","20.23","40","BLR7","SELLABLE","IN"
"12/2020","X001A2JVWX","UX-W4YD-L329","Samsung Galaxy S10 Lite (Prism Black, 8GB RAM, 128GB Storage)","0.06","0","BLR7","SELLABLE","IN"
"12/2020","X0019VNF59","60-PLRW-8I5Z","Wonderchef Electric Dosa Maker Double-Sided","1.23","0","SIDA","SELLABLE","IN"
"12/2020","X0019LVGCD","3S-SEPQ-CZJ4","Realme Narzo 20 (Victory Blue, 4GB RAM, 64GB Storage)","2.52","0","SIDA","SELLABLE","IN"
"12/2020","X0019DOMG3","E7-XSCC-J7Z8","Wonderchef Nutri-Blend Compact Food Processor 400W – Red","0.19","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0019AIJ65","PB-57J5-FAK1","Bajaj 1.2 Liters Electric Kettle (Black)","0.23","1","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0019AGFQB","DQ-POOM-FCWK","Bajaj RHX-2 800-Watt Room Heater","0.13","0","QWTT","SELLABLE","IN"
"12/2020","X001907DA3","FO-WGHK-PE1D","Prestige Edge Gas Table PEBS 02 - Black","0.19","0","BLR5","SELLABLE","IN"
"12/2020","X00187KRN7","HH-OZ2Q-UOSK","Panasonic SR-942DPMS 10-Litre Electric Rice Cooker (Silver)","0.03","0","SIDA","SELLABLE","IN"
"12/2020","X00184Z2CL","KR-DP2R-TVB6","Maharaja Whiteline Powerclick + MX-204 750-Watt Mixer Grinder with 4 Jars (Black)","8.29","12","SIDA","SELLABLE","IN"
"12/2020","X00184YXG7","XB-ZCCY-G6VS","Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","4.9","0","SDEE","SELLABLE","IN"
"12/2020","X00184YXG7","XB-ZCCY-G6VS","Maharaja Whiteline Odacio Plus 550-Watt Juicer Mixer Grinder with 3 Jars (Black/Silver)","0.19","0","SDED","CARRIER_DAMAGED","IN"
"12/2020","X00184X7MD","BA-549F-Q2C9","Maharaja Whiteline Electric Kettle Viva Excel 1.8L Steel, 1500 Watt","1.23","0","SIDA","SELLABLE","IN"
"12/2020","X0015SGTTF","MG-P0G2-3F2R","Saregama Carvaan Mini 2.0- Music Player with Bluetooth/FM/AM/AUX (Regal Blue)","2.55","0","QWTT","SELLABLE","IN"
"12/2020","X0015NXKG5","MZ-YHO1-NJN8","Prestige Svachh 3 Litre Pressure Cooker with Hard Anodized Body (Black)","0.1","0","*XFR","SELLABLE",
"12/2020","X0015B5PC9","4H-0SN7-8R6S","Wonderchef - 63152405 Turbo Chopper and Citrus Juicer, Black","0.19","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X0014P3FS7","0U-AJMN-KED8","Prestige Platina 3 Piece Stainless steel BYK set","0.23","0","*XFR","SELLABLE",
"12/2020","X0014KU6GV","BK-IWE1-7RS1","Wonderchef - 63152952 Nutri-Blend Personal (Black)","0.32","2","*XFR","SELLABLE",
"12/2020","X00146TECH","GD-TGBU-0X18","Usha Cook Joy (3820) 2000-Watt Induction Cooktop with Touch(Black)","0.23","1","SIDA","CARRIER_DAMAGED","IN"
"12/2020","X00146GTWF","8X-AZQL-GWOE","Panasonic Single Line 2.4GHz KX-TG3711SX Digital Cordless Telephone","0.48","1","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X001417DXT","0H-PF88-AFBL","Wonderchef - 63152943 Royal Velvet Aliminium Dosa Tawa, 30cm, Purple","0.23","0","SIDA","SELLABLE","IN"
"12/2020","X0013S3M5L","Q6-HORH-Z4BY","Wonderchef Power Induction Cooktop, 1800Watts, Push Button Control","0.03","0","BOM7","CARRIER_DAMAGED","IN"
"12/2020","X00125JSP3","S4-RHGK-GD53","Bajaj New Majesty Instant 3 Litre, 3 KW Verical Water Heater (White)","0.13","1","QWTT","SELLABLE","IN"
"12/2020","X0011DGJ8Z","H3-MQ7E-4G7S","Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder","4.58","0","QWTT","SELLABLE","IN"
"12/2020","X0010R45BF","783942682939","Sunflame Spectra 3B Gas Stove","0.48","1","SIDA","SELLABLE","IN"
"12/2020","X0010IW291","OM-HYM1-WOKT","Saregama Carvaan Mini 2.0- Music Player with Bluetooth/FM/AM/AUX (Sapphire Green)","8.03","1","QWTT","SELLABLE","IN"
"12/2020","X0010HKU4V","8X-0I4P-XDN2","Saregama Carvaan Mini 2.0- Music Player with Bluetooth/FM/AM/AUX (Sunset Red)","3.48","0","QWTT","SELLABLE","IN"
"12/2020","X0010CHGY3","SR-WA22H(SS)","Panasonic SR-WA22H(SS) - 750 Watt Automatic  Cooker Warmer 5.4 Litre Food Steamer","0.03","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X000ZZACYR","YF-55MP-8GWB","Saregama Carvaan Mini 2.0- Music Player with Bluetooth/FM/AM/AUX (Skyline Blue)","2.32","0","QWTT","SELLABLE","IN"
"12/2020","X000Y15FFX","C6-RQP0-5MC8","Panasonic MX-AC400 550-Watt Super Mixer Grinder with 4 Jars (Black)","0.16","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X000Y15FFX","C6-RQP0-5MC8","Panasonic MX-AC400 550-Watt Super Mixer Grinder with 4 Jars (Black)","0.19","0","*XFR","SELLABLE",
"12/2020","X000XZPI61","BK-CT6D-K8NF","Panasonic AC MX-AC400 Mixer Grinder, 550W, 4 Jars (Black)","1.84","3","*XFR","SELLABLE",
"12/2020","X000TR57EL","X1-91F7-OMXR","Gst Royale Plus Schott Glasstop Gt04","0.13","0","BLR4","SELLABLE","IN"
"12/2020","X000TR0TFN","C7-OY4P-REI8","Prestige Omega Deluxe Aluminium Granite Fry Pan, 200mm (Omelette Pan), Black","1.16","0","*XFR","SELLABLE",
"12/2020","X000T7KA25","RF-M179-3J7O","Prestige Omega Select Plus Residue Free Non-Stick Paniyarakkal, 20cm, Black","0.19","0","*XFR","SELLABLE",
"12/2020","X000T51HPB","ZU-ZO65-938Z","Prestige Nakshatra Pressure Cooker, 3 Litres, Red","0.39","0","*XFR","SELLABLE",
"12/2020","X000T3LDW5","ubnh75gfam","Prestige Popular Plus Induction Base Pressure Cooker, 2 Litres, Silver","0.03","0","BOM7","CARRIER_DAMAGED","IN"
"12/2020","X000T3JDH7","ubngvl72w0","Prestige Omega Deluxe Granite Milk Pan with Lid, 160mm","0.19","0","*XFR","SELLABLE",
"12/2020","X000SN6S1H","3C-2BL2-O8T4","Bajaj Shakti Plus Storage 25-Litre Vertical Water Heater (Ivory)","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X000SCY92D","OX-B1QR-GTQS","Prestige Tru-Edge Kitchen Knife Set with Wooden Block and Free Peeler, 5-Pieces, Black","0.97","0","*XFR","SELLABLE",
"12/2020","X000S6SX0D","8E-9IUQ-76FX","Prestige Deluxe Plus Mini Junior Induction Base Aluminium Pressure Handi, 3.3 Litres, Flame Red","0.16","0","*XFR","SELLABLE",
"12/2020","X001AE0RB5","amzn1.fba.v1.mDL1_ID6RJSmnVHFmhdZd1EhvII","Wonderchef Nutri-Blend Mixer Grinder, 400W, 3 Jars (Purple)","0.61","0","BOM5","CUSTOMER_DAMAGED","IN"
"12/2020","X001ADX349","amzn1.fba.v1.Ht409qQ0gIegqi1qLBarpKrHmBM","Sujata SuperMix SM Mixer Grinder, 900W, 3 Jars (White)","0.26","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X001ADP6Q7","amzn1.fba.v1.ZSwc8fFr7NXzx_xzogQmWhhx4b0","Panasonic MX-AC555 New 550-Watt Mixer Grinder with 5 Jars (Golden)","0.26","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X001A3HJRB","C2-L653-R55N","Wahl Clipper Color Pro Cordless Rechargeable Hair Clippers, Hair Trimmer, 21 pieces Hair Cutting Kit, Color Coded Guide Combs for Men, Kids and Babies (White)","4.03","7","BOM7","SELLABLE","IN"
"12/2020","X001A3HJRB","C2-L653-R55N","Wahl Clipper Color Pro Cordless Rechargeable Hair Clippers, Hair Trimmer, 21 pieces Hair Cutting Kit, Color Coded Guide Combs for Men, Kids and Babies (White)","8.23","15","BOM5","SELLABLE","IN"
"12/2020","X001A3HJRB","C2-L653-R55N","Wahl Clipper Color Pro Cordless Rechargeable Hair Clippers, Hair Trimmer, 21 pieces Hair Cutting Kit, Color Coded Guide Combs for Men, Kids and Babies (White)","24.71","47","BOM4","SELLABLE","IN"
"12/2020","X001A3HJRB","C2-L653-R55N","Wahl Clipper Color Pro Cordless Rechargeable Hair Clippers, Hair Trimmer, 21 pieces Hair Cutting Kit, Color Coded Guide Combs for Men, Kids and Babies (White)","2.58","0","*XFR","SELLABLE",
"12/2020","X001A0WXJN","OO-CL3W-8QR8","Morphy Richards 28 RSS 28 Litre Oven Toaster Griller (Black)","4.97","14","SIDA","SELLABLE","IN"
"12/2020","X0019VHBF9","amzn1.fba.v1.ddEPdNa_PYlvyqD15qxi0jUpyRE","Wonderchef Nutri-Blend Mixer Grinder, 400W, 3 Jars (Black)","0.29","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019RUEYD","WG-WNF7-NRD4","Wonderchef Granite Die-Cast Casserole 6 Pcs Set (Purple)","6.39","5","BOM5","SELLABLE","IN"
"12/2020","X0019R76ZD","amzn1.fba.v1.yjk9BLiY1Fn8PW9tfSmjKBXyIhU","Prestige PCJ 7.0 500-Watt Centrifugal Juicer","0.29","0","BOM7","DEFECTIVE","IN"
"12/2020","X0019PYY7D","amzn1.fba.v1.im5ew_qgQ4anzTz3rg4fiVWwneM","Eureka Forbes Aquasure from Aquaguard Aquaflo DX Wall Mountable UV White 120 L/hr Water Purifier","0.26","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019EE2J9","5Z-2HN3-YBWD","Realme Narzo 20A (Victory Blue, 4 GB RAM, 64 GB Storage)","0.03","0","BLR7","SELLABLE","IN"
"12/2020","X0019DOMG3","E7-XSCC-J7Z8","Wonderchef Nutri-Blend Compact Food Processor 400W – Red","0.03","0","BOM7","CUSTOMER_DAMAGED","IN"
"12/2020","X0019DOBJV","YA-GM4H-SA9L","Wonderchef Nutri-Blend Mixer Grinder, 400W, 3 Jars (Red)","0.26","0","SIDA","CUSTOMER_DAMAGED","IN"
"12/2020","X001907DA3","FO-WGHK-PE1D","Prestige Edge Gas Table PEBS 02 - Black","0.06","0","BLR4","SELLABLE","IN"
"12/2020","X001907DA3","FO-WGHK-PE1D","Prestige Edge Gas Table PEBS 02 - Black","0.13","0","*XFR","SELLABLE",
"12/2020","X0016KBVIB","05-BBOD-EEHZ","Syska HT800 Cordless Trimmer for Men (Black)","0.16","0","BOM7","SELLABLE","IN"
"12/2020","X00149TD5H","8K-2FGR-PD87","Bajaj Majesty New KTX7 1-Litre Cordless Kettle (White)","0.03","0","BOM7","SELLABLE","IN"
"12/2020","X00142SAZ3","0H-4D7D-C3FJ","Eureka Forbes Aquasure from Aquaguard Aquaflo DX Wall Mountable UV White 120 L/hr Water Purifier","0.32","0","SIDA","SELLABLE","IN"
"12/2020","X0013ULXS7","MT-4DZG-VV1J","Usha Bloom Daffodil Goodbye Dust Ceiling Fan 1250mm, Sparkle Golden and Brown","3.0","1","QWTT","SELLABLE","IN"
"12/2020","X0013UJOXN","93-EBJF-EV6J","Usha Bloom Daffodil Goodbye Dust Ceiling Fan 1250mm, Sparkle White","4.55","0","QWTT","SELLABLE","IN"
"12/2020","X00115UEYD","39-B7FP-GHKY","Panasonic SR-WA10 2.7 L Rice Cooker, Red","0.1","0","BOM7","SELLABLE","IN"
"12/2020","X0010Z91EN","RS-FIVB-DW0Z","Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black)","0.26","0","SIDA","SELLABLE","IN"
"12/2020","X0010XFTAZ","VB-NNGL-XOL3","Panasonic SR-WA10 450-Watt Automatic Cooker Without Warmer (White)(Raw Capacity-0.6 kgs)","0.48","0","BOM7","SELLABLE","IN"
"12/2020","X000ZG587H","OX-2BNJ-4RXJ","Usha Striker Galaxy 1200mm 80-watt Goodbye Dust Ceiling Fan with Anti Dust Feature (Silver Sage)","3.77","7","QWTT","SELLABLE","IN"
"12/2020","X000Y8TS5J","KH-7YIR-FZ5G","Wonderchef Nutri-Blend, 400W Complete Kitchen Machine (CKM) with 3 Jars (Mixer, Grinder, Juicer, and Chopper) - Red","1.32","0","BOM4","SELLABLE","IN"
"12/2020","X000Y19MFH","KY-E6EP-F6NA","Panasonic MX-AC555 New 550-Watt Mixer Grinder with 5 Jars (Golden)","0.52","0","BLR5","SELLABLE","IN"
"12/2020","X000Y18GHH","YQ-QA2U-U5RW","Prestige Stainless Steel Water Bottle, 500 ml, Silver","0.1","0","BLR7","SELLABLE","IN"
"12/2020","X000XNJEFJ","YP-O2HX-0VGK","Bajaj Glory 500-Watt Mixer Grinder with 3 Jars (White)","1.06","1","QWTT","SELLABLE","IN"
"12/2020","X000XN5HG9","72-TJ0Y-V7J2","Usha Striker Galaxy 1200mm 80-watt Goodbye Dust Ceiling Fan with Anti Dust Feature (Bright Gold)","1.87","3","QWTT","SELLABLE","IN"
"12/2020","X000US8BLZ","YE-IBSD-M30Y","Prestige Deluxe Alpha Stainless Steel Pressure Cooker, 6.5 Litres, Silver","0.23","0","BLR7","CUSTOMER_DAMAGED","IN"
"12/2020","X000T83JRR","YJ-GHZM-MASH","Prestige Omega Select Plus Mini Handi with SS lid","0.13","0","BLR4","SELLABLE","IN"
"12/2020","X000S6SXRL","L8-01V4-ZDF8","Panasonic KX-TG3411SX 2.4GHz Digital Cordless Phone (White)","0.06","0","BOM7","SELLABLE","IN"
"12/2020","X000R0E6FB","HN-UM5H-DO68","Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans","0.23","0","SIDA","CUSTOMER_DAMAGED","IN"
